BP CODE,NTW #,PROVIDER NAME,REGION,CITY,DISTRICT,TYPE,NTW 1,NTW 2,NTW 3,NTW 4,NTW 5,NTW 6,NTW 7,NTW 8,NTW 9,NTW 10,TEL,FAX,المدنة,المنطقة,اسم مقدم الخدمة
1008,10,ISLAM MEDICAL CLINIC,WESTERN,JEDDAH,ALJAMEA DISTRICT,CLINIC,√,√,√,√,√,√,√,√,√,√,012-6871077,012-6804275,جدة,الغربة,مجمع اسم الطبي
1329,10,BALGHSOON POLYCLINIC,WESTERN,JEDDAH,JEDDAH,CLINIC,√,√,√,√,√,√,√,√,√,√,012-6327100,012-6325998,جدة,الغربة,مجمع عادات بلغصون الطبي
1563,10,SHIFA JEDDAH POLYCLINIC,WESTERN,JEDDAH,SHARAFIA DISTRICT,CLINIC,√,√,√,√,√,√,√,√,√,√,012-6533636,012-6512888,جدة,الغربة,مجمع شفاء جدة الطبي
2292,10,HIBA ASIA POLYCLINIC,WESTERN,JEDDAH,ALRAWABI,CLINIC,√,√,√,√,√,√,√,√,√,√,012-6232020,012-6238465,جدة,الغربة,مستوصف ھبھ اسا
2221,10,HIBA ASIA POLYCLINIC-2,WESTERN,JEDDAH,BAB MAKKAH,CLINIC,√,√,√,√,√,√,√,√,√,√,012-6241777,012-6446825,جدة,الغربة,مجمع ھبھ اسا الطبي رقم -2
2281,10,AL RAHAILY POLYCLINIC,WESTERN,JEDDAH,ALRAHAILY TOWNSHIP,CLINIC,√,√,√,√,√,√,√,√,√,√,012-2894583,012-2882703,جدة,الغربة,مجمع عادات الرحلي الطبي
1875,9,DR TALAL QUTUB MEDICAL CENTER,WESTERN,JEDDAH,SAFA DISTRICT,CLINIC,√,√,√,√,√,√,√,√,√,−,012-6939222,012-6774083,جدة,الغربة,مركز طل قطب  الطبي
1448,10,AL RAQOUN MEDICAL CENTER,WESTERN,JEDDAH,ALSHARAFIYAH DISTRICT,CLINIC,√,√,√,√,√,√,√,√,√,√,012-6143630,012-6143658,جدة,الغربة,مركز الراقون الممز للخدمات الطبة
812,10,NASEEM JEDDAH POLYCLINIC,WESTERN,JEDDAH,AZIZIAH DISTRICT,CLINIC,√,√,√,√,√,√,√,√,√,√,012-2875000,012-2875580,جدة,الغربة,مجمع عادات نسم جده الطبي
73,9,MUSHRIFA MEDICAL CENTRE,WESTERN,JEDDAH,Opp.Masjid Abubakr.,CLINIC,√,√,√,√,√,√,√,√,√,−,012-6742653,012-6702250,جدة,الغربة,مستوصف مشرفة الطبي
131,10,AL RAYAN POLYCLINIC,WESTERN,JEDDAH,SHARAFIA DISTRICT,CLINIC,√,√,√,√,√,√,√,√,√,√,012-6310671,012-6310249,جدة,الغربة,عادات الران الطبي
1690,10,WATANAK POLYCLINIC,WESTERN,JEDDAH,ALSHIFA DISTRICT,CLINIC,√,√,√,√,√,√,√,√,√,√,012-2655500,012-6793723,جدة,الغربة,مجمع عادات وطنك الطبي
819,10,SAMEERA POLYCLINIC,WESTERN,JEDDAH,AZIZIYA DISTRICT,CLINIC,√,√,√,√,√,√,√,√,√,√,012-6178537,012-6760107,جدة,الغربة,عادات سمرة الطبي
723,9,AL ABEER POLYCLINIC (SHARFIA),WESTERN,JEDDAH,SHARAFIA DISTRICT,CLINIC,√,√,√,√,√,√,√,√,√,−,920000501,012-6573034,جدة,الغربة,عادات شركة العبر الطبة (الشرفھ)
2032,9,AL ABEER MEDICAL COMPLEX (INDUSTRIAL),WESTERN,JEDDAH,INDUSTRIAL AREA,CLINIC,√,√,√,√,√,√,√,√,√,−,012-6080326,012-6080302,جدة,الغربة,مجمع عادات العبر (الصناعة)
2033,9,AL ABEER MEDICAL COMPLEX (AZIZIA),WESTERN,JEDDAH,ALAZIZIA,CLINIC,√,√,√,√,√,√,√,√,√,−,012-6174545,012-6174646,جدة,الغربة,مجمع العبر الطبي (العززة)
2034,9,AL ABEER MEDICAL COMPLEX (BAWADI),WESTERN,JEDDAH,ALBAWADI,CLINIC,√,√,√,√,√,√,√,√,√,−,012-6395444,012-6573034,جدة,الغربة,مجمع مركز العبر الطبي (البوادي)
5323,10,WAHAT AL SHIFA MEDICAL CENTER 3,WESTERN,JEDDAH,INDISTRIAL CITY,CLINIC,√,√,√,√,√,√,√,√,√,√,012-6542022,012-6580137,جدة,الغربة,مجمع واحة الشفاء الطبي العام - 3
5026,4,KING FAHAD HOSPITAL-JEDDAH,WESTERN,JEDDAH,AL HAMRAA,HOSPITAL,√,√,√,√,−,−,−,−,−,−,012-6606111,012-6675220,جدة,الغربة,مستشفى الملك فھد بجدة
5027,4,KING ABDULLAH MEDICAL CITY -JEDDAH,WESTERN,JEDDAH,ABHR AL SHAMALIYAH,HOSPITAL,√,√,√,√,−,−,−,−,−,−,012-2285000,012-2858888,جدة,الغربة,مستشفى مجمع الملك عبداللھ الطبي - جدة
5028,4,EAST JEDDAH GENERAL HOSPITAL,WESTERN,JEDDAH,AL SULAYMANIYAH,HOSPITAL,√,√,√,√,−,−,−,−,−,−,012-2323555,012-2275556,جدة,الغربة,مستشفى شرق جدة ( وزارة الصحة )
5040,4,KING ABDULLAH MEDICAL CITY -MAKKAH,WESTERN,MAKKAH,MAKKAH,HOSPITAL,√,√,√,√,−,−,−,−,−,−,012-5549999,012-5549896,مكة,الغربة,مدنة الملك عبداللھ الطبة - مكة المكرمة
5180,4,KING ABDUL AZIZ HOSPITAL - MAKKAH,WESTERN,MAKKAH,AL ZAHIR,HOSPITAL,√,√,√,√,−,−,−,−,−,−,012-5442400,012-5424449,مكة,الغربة,مستشفى الملك عبدالعزز بمكة المكرمة
4511,4,HERAA GENERAL HOSPITAL,WESTERN,MAKKAH,AL AMRAH,HOSPITAL,√,√,√,√,−,−,−,−,−,−,012-5213643,012-5203535,مكة,الغربة,مستشفى حراء العام
4512,4,AL NOOR SPECIALIZED HOSPITAL,WESTERN,MAKKAH,AL HEJRAH,HOSPITAL,√,√,√,√,−,−,−,−,−,−,012-5665000,012-5666743,مكة,الغربة,مستشفى النور التخصصي
4513,4,MATERNITY & CHILDREN HOSPITAL-MAKKAH,WESTERN,MAKKAH,AL NASEEM,HOSPITAL,√,√,√,√,−,−,−,−,−,−,012-5530400,012-5532033,مكة,الغربة,مستشفى النساء والودة - مكة المكرمة
5338,4,KING FAISAL HOSPITAL - MOH,WESTERN,MAKKAH,AL HISHAH,HOSPITAL,√,√,√,√,−,−,−,−,−,−,012-5566411,012-5566411,مكة,الغربة,مستشفى الملك فصل - مكة المكرمة
5460,4,NAMERAH GENERAL HOSPITAL - MINISTRY OF HEALTH,WESTERN,MAKKAH,BALAD,HOSPITAL,√,√,√,√,−,−,−,−,−,−,017-7335826,017-7335826,مكة,الغربة,مستشفى نمرة العام - وزارة الصحة
129,4,ALAWI TUNISI & BROS. HOSPITAL,WESTERN,MAKKAH,AZIZYAH SOUTH AREA,HOSPITAL,√,√,√,√,−,−,−,−,−,−,012-5587777,012-5505467,مكة,الغربة,مستشفى علوي تونسي
4008,4,DR. GHASSAN N. PHAROAN DENTAL CENTER,WESTERN,MAKKAH,AL NUZHAH,CENTER,√,√,√,√,−,−,−,−,−,−,012-5450758,012-5431844,مكة,الغربة,الدكتور غسان نجب فرعون لطب اسنان
5517,4,KAFAAT MEDICAL CENTER,WESTERN,MAKKAH,MAKKAH,CENTER,√,√,√,√,−,−,−,−,−,−,920010076,012-5307700,مكة,الغربة,مجمع كفاءات الطبي العام
3899,6,MAKKAH MEDICAL CENTER HOSPITAL,WESTERN,MAKKAH,AL OMRAH,HOSPITAL,√,√,√,√,√,√,−,−,−,−,012-5222222,012-5206049,مكة,الغربة,مستشفى مركز مكة الطبي
1796,6,MUHAMMAD S.BASHARAHIL HOSPITAL,WESTERN,MAKKAH,MAKKAH,HOSPITAL,√,√,√,√,√,√,−,−,−,−,012-5204444,012-5200779,مكة,الغربة,مستشفى محمد صالح باشراحل
123,6,AL RAFIE HOSPITAL,WESTERN,MAKKAH,MAKKAH,HOSPITAL,√,√,√,√,√,√,−,−,−,−,012-5454455,012-5427129,مكة,الغربة,مستشفى الرفع
3878,6,SHIFA MEDICAL COMPLEX,WESTERN,MAKKAH,SAHAT ISLAM,CLINIC,√,√,√,√,√,√,−,−,−,−,012-5479000,012-5454635,مكة,الغربة,مجمع عادات شفاء الطبي ( شفاء البركة)
4712,6,AL BADR MEDICAL COMPLEX - AL SHRAYA,WESTERN,MAKKAH,AL SHARAYA,CLINIC,√,√,√,√,√,√,−,−,−,−,012-5506667,012-5380499,مكة,الغربة,مجمع البدر الطبي - الشرائع
4713,6,AL BADR MEDICAL COMPLEX - AL ADL,WESTERN,MAKKAH,AL ADL,CLINIC,√,√,√,√,√,√,−,−,−,−,012-5533770,012-5272866,مكة,الغربة,مجمع البدر الطبي - العدل
5163,6,AL BADR MEDICAL COMPLEX - ALJUMUM,WESTERN,MAKKAH,AL JUMUM,CLINIC,√,√,√,√,√,√,−,−,−,−,012-5940071,012-5533771,مكة,الغربة,مجمع البدر الطبي - الجموم
5344,6,AL BADR MEDICAL COMPLEX - 1,WESTERN,MAKKAH,AL HAJ,CLINIC,√,√,√,√,√,√,−,−,−,−,012-5533770,012-5533778,مكة,الغربة,مجمع البدر الطبي - 1
2188,6,ROUYA OPTICAL CENTER (MAKKAH),WESTERN,MAKKAH,AL RESAFA,CENTER,√,√,√,√,√,√,−,−,−,−,012-5395213,012-5395215,مكة,الغربة,مركز رؤا للبصرات
2461,8,HAKEEM EYOUN (MAKKAH),WESTERN,MAKKAH,MAKKAH,CENTER,√,√,√,√,√,√,√,√,−,−,012-5400600,011-4942483,مكة,الغربة,مركز حكم عون للبصرات
554,8,AL SHEFA HOSPITAL,WESTERN,MAKKAH,AL HENDAWYA,HOSPITAL,√,√,√,√,√,√,√,√,−,−,012-5369779,012-5324351,مكة,الغربة,مستشفى الشفاء
1956,8,MADAAR AL SHEFA DENTAL POLYCLINIC (AL AZIZIA),WESTERN,MAKKAH,AZIZIYA DISTRICT,CENTER,√,√,√,√,√,√,√,√,−,−,012-5543333,012-5577566,مكة,الغربة,مجمع  مدار الشفاء لطب اسنان (العززة )
2729,8,SAUDI NATIONAL HOSPITAL,WESTERN,MAKKAH,ALAZIZIYA,HOSPITAL,√,√,√,√,√,√,√,√,R,R,012-6522277,012-6522288,مكة,الغربة,المستشفى اھلي السعودي
5293,10,AL ZAHER GENERAL COMPLEX,WESTERN,MAKKAH,AL ZAHER,CLINIC,√,√,√,√,√,√,√,√,√,√,012-5492800,012-5492700,مكة,الغربة,مجمع الزاھر الطبي العام
5437,10,ALMUTAHIDOON AL-ASRI GENERAL POLYCLINIC,WESTERN,MAKKAH,ALKHOZAMA,CLINIC,√,√,√,√,√,√,√,√,√,√,012-5221111,012-5220036,مكة,الغربة,مجمع المتحدون العصري الطبي العام
5438,10,ALMAHA CARE CLINICS,WESTERN,MAKKAH,ALRASEFAH,CLINIC,√,√,√,√,√,√,√,√,√,√,012-5655155,012-5655355,مكة,الغربة,مجمع عناة المھا الطبي
4678,9,AL ANSARI OPTICAL - MAKKAH,WESTERN,MAKKAH,AL AZIZIYAH,CENTER,√,√,√,√,√,√,√,√,√,−,012-5571967,012-5571967,مكة,الغربة,انصاري للبصرات - مكة
2821,9,HUSSAM OPTICS - AL MADINAH CENTER,WESTERN,MAKKAH,AL MANSOUR,CENTER,√,√,√,√,√,√,√,√,√,−,012-5400063,012-6606675,مكة,الغربة,حسام للنظارات - مركز المدنة
1302,10,ASIAN POLYCLINIC (AZIZIA),WESTERN,MAKKAH,NORTH AL AZIZIA,CLINIC,√,√,√,√,√,√,√,√,√,√,920001716,012-5500522,مكة,الغربة,مجمع عادات اسا العززة
740,10,ASIAN POLYCLINIC,WESTERN,MAKKAH,MAKKAH,CLINIC,√,√,√,√,√,√,√,√,√,√,012-5380891,012-5381379,مكة,الغربة,مجمع اسا الطبي
3927,10,AL HAYAT MEDICAL POLYCLINIC COMPLEX,WESTERN,MAKKAH,AL OTIBIYAH,CLINIC,√,√,√,√,√,√,√,√,√,√,012-5454800,012-5474102,مكة,الغربة,مجمع عادات الحاة الطبة
1192,10,AL KHOLOOD CLINIC,WESTERN,MAKKAH,ALZAHER DIS,CLINIC,√,√,√,√,√,√,√,√,√,√,012-5459407,012-5459407,مكة,الغربة,مجمع الخلود الطبي
2031,9,AL ABEER MEDICAL COMPLEX (MAKKAH),WESTERN,MAKKAH,ALAZIZIAH,CLINIC,√,√,√,√,√,√,√,√,√,−,012-5665656,012-5664040,مكة,الغربة,مجمع عادات مركز العبر الطبي
5035,9,AL SAAED GENERAL MEDICAL CENTER,WESTERN,MAKKAH,MAKKAH,CLINIC,√,√,√,√,√,√,√,√,√,−,012-5491111,012-5434273,مكة,الغربة,مجمع الصاعد الطبي العام
5151,10,ABDULAZIZ ALBISHRI MEDICAL CENTER,WESTERN,MAKKAH,BATHHA QURYSH,CLINIC,√,√,√,√,√,√,√,√,√,√,012-5315554,012-5317774,مكة,الغربة,مجمع عبدالعزز البشري العام
5319,10,ASFAN POLYCLINIC,WESTERN,MAKKAH,ASFAN,CLINIC,√,√,√,√,√,√,√,√,√,√,012-2653113,012-2653344,مكة,الغربة,مجمع عادات عسفان الطبي
5320,10,MAJID MOHAMMED AL BISHRI MEDICAL COMPLEX - KHOLIES,WESTERN,MAKKAH,KHOLIES,CLINIC,√,√,√,√,√,√,√,√,√,√,012-2135562,012-2135562,مكة,الغربة,مجمع ماجد محمد البشري الطبي (البشري الطبة - خلص)
5461,4,ALMUDHAILIF GENERAL HOSPITAL-MOH,WESTERN,ALMUDHAILIF,ALMUDHAILIF,HOSPITAL,√,√,√,√,−,−,−,−,−,−,012-7738240,017-7382448,مكة,الغربة,مستشفى المظلف العام- وزارة الصحة
4514,4,KING ABDULAZIZ SPECIALIZED HOSPITAL,WESTERN,AL TAIEF,AL TAIF,HOSPITAL,√,√,√,√,−,−,−,−,−,−,012-7310800,012-7310880,الطائف,الغربة,مستشفى الملك عبدالعزز التخصصي
4640,4,CHILDREN HOSPITAL - TAIF,WESTERN,AL TAIEF,AL TAIEF,HOSPITAL,√,√,√,√,−,−,−,−,−,−,012-7447202,012-7447526,الطائف,الغربة,مستشفى اطفال بالطائف
119,4,AL ADWANI GENERAL HOSPITAL,WESTERN,AL TAIEF,ALFAYSALIAH DIS,HOSPITAL,√,√,√,√,−,−,−,−,−,−,012-7340000,012-7361661,الطائف,الغربة,مستشفى العــدواني
4515,4,KING FAISAL HOSPITAL - TAIF,WESTERN,AL TAIEF,AL HADAEQ,HOSPITAL,√,√,√,√,−,−,−,−,−,−,012-7481699,012-7486532,الطائف,الغربة,مجمع الملك فصل الطبي
5386,4,AL MUWAYH GENERAL HOSPITAL - MOH,WESTERN,AL TAIEF,AL TAIEF,HOSPITAL,√,√,√,√,−,−,−,−,−,−,012-8522010,012-8520878,الطائف,الغربة,مستشفى الموة العام
5387,4,QEYA GENERAL HOSPITAL - MOH,WESTERN,AL TAIEF,AL TAIEF,HOSPITAL,√,√,√,√,−,−,−,−,−,−,012-7570726,012-7570726,الطائف,الغربة,مستشفى قا العام
4007,4,DR. GHASSAN N. PHAROAN DENTAL CENTER,WESTERN,AL TAIEF,SHUBRA,CENTER,√,√,√,√,−,−,−,−,−,−,012-7327055,012-7325664,الطائف,الغربة,الدكتور غسان نجب فرعون لطب اسنان
222,6,AL AMEEN HOSPITAL,WESTERN,AL TAIEF,ALSALAMA DISTRICT,HOSPITAL,√,√,√,√,√,√,R,R,R,R,012-7366416,012-7329646,الطائف,الغربة,مستشفى امن
1844,6,AL WATAN CENTER FOR EYE GLASS,WESTERN,AL TAIEF,SAAHAR,CENTER,√,√,√,√,√,√,−,−,−,−,012-7490660,012-7454596,الطائف,الغربة,مركز الوطن للبصرات
2291,10,YOUR HEALTH MEDICAL CLINICS,WESTERN,AL TAIEF,AL WASHHA,CLINIC,√,√,√,√,√,√,√,√,√,√,012-7499099,012-7499096,الطائف,الغربة,مجمع عادات صحتكم الطبي
5021,10,SAMRAN TRUST MEDICAL CLINICS,WESTERN,AL TAIEF,AL HUHADA,CLINIC,√,√,√,√,√,√,√,√,√,√,012-7451335,012-7452627,الطائف,الغربة,مجمع ثقة سمران الطبي العام
5022,6,ALUSRAH ALMOTAMYEZ CLINICS,WESTERN,AL TAIEF,AL HUHADA,CLINIC,√,√,√,√,√,√,−,−,−,−,012-7466980,012-7430167,الطائف,الغربة,مجمع اسرة المتمز الطبي العام
1861,8,AL NAHDA HOSPITAL,WESTERN,AL TAIEF,TAIF,HOSPITAL,√,√,√,√,√,√,√,√,R,R,012-7250600,012-7251584,الطائف,الغربة,مستشفى النھضة
2140,10,TURKI MEDICAL POLYCLINIC,WESTERN,AL TAIEF,ALSHOHADAA ALSHMALEIYA DIS,CLINIC,√,√,√,√,√,√,√,√,√,√,012-7441111,012-7411411,الطائف,الغربة,مجمع عادات تركي الطبة
1041,10,AL ANDALUS MEDCAL GROUP,WESTERN,AL TAIEF,SHAHAR,CLINIC,√,√,√,√,√,√,√,√,√,√,012-7405000,012-7407720,الطائف,الغربة,مجموعة اندلس الطبة
1842,9,AL WATAN NATIONAL CLINIC,WESTERN,AL TAIEF,SHEHAR,CLINIC,√,√,√,√,√,√,√,√,√,−,012-7490660,012-7454596,الطائف,الغربة,مجمع عادات الوطن
5439,10,YOUR DOCTOR CONSULTATION POLYCLINIC,WESTERN,AL TAIEF,NKHAB,CLINIC,√,√,√,√,√,√,√,√,√,√,012-7444495,012-7323575,الطائف,الغربة,مجمع طببك استشاري العام
4696,8,AL SITEEN MEDICAL CLINIC,WESTERN,AL HAWIYAH,AL HAWEYA,CLINIC,√,√,√,√,√,√,√,√,−,−,012-7255660,012-7256662,الحوة,الغربة,مجمع عادات الستن
704,10,EL MOKHTAR CLINIC,WESTERN,AL HAWIYAH,ALHAWEYA,CLINIC,√,√,√,√,√,√,√,√,√,√,012-7252702,012-7271305,الحوة,الغربة,مجمع المختار الطبي
5459,4,AL KHURMAH GENERAL HOSPITAL - MOH,WESTERN,AL KHURMA,KHURMAH,HOSPITAL,√,√,√,√,−,−,−,−,−,−,012-8321052,012-8321052,الخرمة,الغربة,مستشفى الخرمة العام - وزارة الصحة
1834,10,BALSAM ELAJ MEDICAL CLINIC - AL KHURMA,WESTERN,AL KHURMA,AL ROWDAH,CLINIC,√,√,√,√,√,√,√,√,√,√,012-8323346,012-8323389,الخرمة,الغربة,مجمع بلسم عج الطبي بالخرمة
1037,4,ROYAL COMMISSION HOSPITAL (YANBU),WESTERN,YANBU,ROYAL COMMISSION,HOSPITAL,√,√,√,√,−,−,−,−,−,−,013-3920102,014-3925260,نبع,الغربة,مستشفى الھئة الملكة
4501,4,YANBU GENERAL HOSPITAL,WESTERN,YANBU,AL BANDAR,HOSPITAL,√,√,√,√,−,−,−,−,−,−,014-3222640,014-3228026,نبع,الغربة,مستشفى نبع العام
4005,4,DR. GHASSAN N. PHAROAN DENTAL CENTER,WESTERN,YANBU,YANBU,CENTER,√,√,√,√,−,−,−,−,−,−,014-3923222,014-3926039,نبع,الغربة,الدكتور غسان نجب فرعون لطب اسنان
4689,6,ROUYA OPTICAL CENTER YANBU - 2,WESTERN,YANBU,ALSHATI,CENTER,√,√,√,√,√,√,−,−,−,−,014-8303293,014-8322355,نبع,الغربة,مركز رؤا للبصرات نبع - 2
818,8,YANBU NATIONAL HOSPITAL,WESTERN,YANBU,NAWAH DISTRICT,HOSPITAL,√,√,√,√,√,√,√,√,R,R,014-3962000,014-3962006,نبع,الغربة,مستشفى نبع الوطني
2195,8,YANBU SPECIALIZED CLINIC,WESTERN,YANBU,YANBU,CLINIC,√,√,√,√,√,√,√,√,−,−,014-3225566,014-3225574,نبع,الغربة,مجمع عادات نبع الطبة
261,10,DAR AL SHEFA POLYCLINIC  (YANBU),WESTERN,YANBU,ALHADAEQ,CLINIC,√,√,√,√,√,√,√,√,√,√,014-3227062,014-3906722,نبع,الغربة,مجمع الشفاء الكامل الطبي ( دار الشفاء سابقا )
2907,9,FARZA OPTICS - YANBU,WESTERN,YANBU,YANBU,CENTER,√,√,√,√,√,√,√,√,√,−,014-3918866,017-2250919,نبع,الغربة,محل فرزة للنظارات -نبع
2920,9,AL ANSARI OPTICAL-YANBU,WESTERN,YANBU,ALJABREY,CENTER,√,√,√,√,√,√,√,√,√,−,014-3571511,014-3910503,نبع,الغربة,انصاري للبصرات -نبع
4675,9,AL ANSARI OPTICAL-YANBU 3,WESTERN,YANBU,AL BANDR,CENTER,√,√,√,√,√,√,√,√,√,−,014-3571511,014-3910503,نبع,الغربة,انصاري للبصرات -نبع 3
95,10,RED SEA DISPENSARY (YANBU),WESTERN,YANBU,YANBU,CLINIC,√,√,√,√,√,√,√,√,√,√,014-3223413,014-3223267,نبع,الغربة,مجمع البحر احمر
640,6,AL ANSARI SPECIALIST HOSPITAL,WESTERN,YANBU  INDUSTRIAL,YANBU,HOSPITAL,√,√,√,√,√,√,R,R,R,R,014-3925111,014-3931605,نبع الصناعة,الغربة,مستشفى انصاري التخصصي
2290,8,PRETTY SMILE DENTALCLIN (YANBU INDUSTRIAL),WESTERN,YANBU  INDUSTRIAL,AL NAKHEEL,CENTER,√,√,√,√,√,√,√,√,−,−,014-3929090,014-3920807,نبع الصناعة,الغربة,مركز ابتسامة الجملة لطب اسنان (نبع الصناعة)
2818,9,HUSSAM OPTICS - YANBU,WESTERN,YANBU  INDUSTRIAL,YANBU,CENTER,√,√,√,√,√,√,√,√,√,−,014-3960510,012-6606675,نبع الصناعة,الغربة,حسام للنظارات -نبع الصناعة
2925,9,AL ANSARI OPTICAL-YANBU ALSINAIYAH,WESTERN,YANBU  INDUSTRIAL,ALJABRIA DISTRICT,CENTER,√,√,√,√,√,√,√,√,√,−,014-3926444,014-3921788,نبع الصناعة,الغربة,انصاري للبصرات -نبع الصناعة
4674,9,AL ANSARI OPTICAL-YANBU ALSINAIYAH 2,WESTERN,YANBU  INDUSTRIAL,YANBU ALSINAIYAH,CENTER,√,√,√,√,√,√,√,√,√,−,014-3571511,014-3910503,نبع الصناعة,الغربة,انصاري للبصرات -نبع الصناعة 2
2921,9,AL ANSARI OPTICAL-YANBU ALBAHAR,WESTERN,YANBU ALBAHR,AL BALAD DISTRICT,CENTER,√,√,√,√,√,√,√,√,√,−,014-3910708,014-3910708,نبع البحر,الغربة,انصاري للبصرات -نبع البحر
116,9,AL AMAL POLYCLINIC,WESTERN,YANBU ALBAHR,SHOLAA DISTRICT,CLINIC,√,√,√,√,√,√,√,√,√,−,014-3226833,014-3910691,نبع البحر,الغربة,مستوصف امل
4508,4,RABEGH GENERAL HOSPITAL,WESTERN,RABEG,AL SHIFA,HOSPITAL,√,√,√,√,−,−,−,−,−,−,012-4221776,012-4221620,رابغ,الغربة,مستشفى رابغ العام
5467,4,KING ABDULAZIZ UNIVERSITY MEDICAL SERVICES CENTER - RABIGH CAMPUS,WESTERN,RABEG,UNIVERSITY,CLINIC,√,√,√,√,−,−,−,−,−,−,012-6400000,,رابغ,الغربة,مركز الخدمات الطبة بجامعة الملك عبد العزز - فرع رابغ
1265,10,DR KHALID IDREES MEDICAL CENTER,WESTERN,RABEG,RABEGH,CLINIC,√,√,√,√,√,√,√,√,√,√,012-4222229,012-4233396,رابغ,الغربة,مركز الدكتور خالد ادرس
49,9,AL NAKHEEL NATIONAL POLYCLINIC,WESTERN,RABEG,AL SAMAD DISTRICT,CLINIC,√,√,√,√,√,√,√,√,√,−,012-4221200,012-4233375,رابغ,الغربة,مستوصف النخل اھلي
2819,9,HUSSAM OPTICS - MAIN STREET (RABEG),WESTERN,RABEG,RABIGH,CENTER,√,√,√,√,√,√,√,√,√,−,012-4221385,012-6606686,رابغ,الغربة,حسام للنظارات - الشارع العام (رابغ)
2923,9,AL ANSARI OPTICAL-RABEG,WESTERN,RABEG,GENERALSTREET,CENTER,√,√,√,√,√,√,√,√,√,−,012-4220320,012-4220320,رابغ,الغربة,انصاري للبصرات - رابغ
458,9,AL AMAL POLYCLINIC,WESTERN,RABEG,RABEG,CLINIC,√,√,√,√,√,√,√,√,√,−,012-4222916,012-4222009,رابغ,الغربة,مجمع أمل رابغ الطبي
5321,9,AL BISHRI MEDICAL COMPLEX - RABGH,WESTERN,RABEG,RABGH,CLINIC,√,√,√,√,√,√,√,√,√,−,012-2653113,012-2653344,رابغ,الغربة,مجمع عادات البشري الطبة  - رابغ
5031,4,UMMLUJ GENERAL HOSPITAL,WESTERN,UMMLUJ,AL SHIFA,HOSPITAL,√,√,√,√,−,−,−,−,−,−,014-3820700,014-3820092,املج,الغربة,مستشفى املج العام
2926,9,AL ANSARI OPTICAL - UMMLUJ,WESTERN,UMMLUJ,GENERALSTREET,CENTER,√,√,√,√,√,√,√,√,√,−,014-3824243,014-3824243,املج,الغربة,انصاري للبصرات - املج
1686,10,AL AMAL POLYCLINIC (UMMLUJ),WESTERN,UMMLUJ,UMMLUJ,CLINIC,√,√,√,√,√,√,√,√,√,√,014-3822140,014-3822680,املج,الغربة,مجمع عادات امل الطبة
1113,10,MAJID MOHAMMED ALHARBI MEDICAL COMPLEX (AL BISHRI THOUAL),WESTERN,THOUAL,THWAL,CLINIC,√,√,√,√,√,√,√,√,√,√,012-2390980,012-2135561,ثول,الغربة,مجمع ماجد محمد عاقل الحربي الطبي (البشري الطبة  - ثول)
5524,4,DR. SULIMAN FAKEEH MEDICAL C. KAUST,WESTERN,THOUAL,THOUAL,CLINIC,√,√,√,√,−,−,−,−,−,−,012-6655000,012-6655000,ثول,الغربة,مجمع الدكتور سلمان فقھ الطبي - ثول
5538,4,THUWAL PHCC (MOH),WESTERN,THOUAL,THOUAL,CLINIC,√,√,√,√,−,−,−,−,−,−,012-2900110,-,ثول,الغربة,مركز صحي ثول
4532,4,AL WAJH GENERAL HOSPITAL,WESTERN,AL WAJH,AL WAJH,HOSPITAL,√,√,√,√,−,−,−,−,−,−,014-4424070,014-4420181,الوجھ,الغربة,مستشفى محافظة الوجھ
3998,4,AL DAWAA MEDICAL SERVICES CO.,WESTERN,AL WAJH,QURTUBA,PHARMACY,√,√,√,√,−,−,−,−,−,−,013-8677776,013-8670201,الوجھ,الغربة,مجموعة صدلات الدواء
893,9,AL AMAL DISPENSARY,WESTERN,AL WAJH,AL KHALIDIYA,CLINIC,√,√,√,√,√,√,√,√,√,−,014-4420702,014-4422963,الوجھ,الغربة,مجمع عادات امل الطبة
5458,4,RANYAH GENERAL HOSPITAL - MOH,WESTERN,RANIA,KING FAISAL,HOSPITAL,√,√,√,√,−,−,−,−,−,−,012-8420084,012-8420084,رنة,الغربة,مستشفى رنة العام- وزارة الصحة
1749,9,YOUR HEALTHCARE MEDICAL POLYCLINIC (RANIA NATIONAL CLINIC PREV.),WESTERN,RANIA,RANIA,CLINIC,√,√,√,√,√,√,√,√,√,−,012-8424061,012-8420030,رنة,الغربة,مجمع العناة بصحتك ( رنة الطبي سابقا )
4644,4,ZALIM G. HOSPITAL,WESTERN,ZALIM,AL WAST,HOSPITAL,√,√,√,√,−,−,−,−,−,−,012-8530887,012-8530997,ظلم,الغربة,مستشفى ظلم العام
4509,4,ADHAM GENERAL HOSPITAL,WESTERN,ADHAM,ADHAM,HOSPITAL,√,√,√,√,−,−,−,−,−,−,-,017-7426092,اضم,الغربة,مستشفى اضم العام
4507,4,AL LAITH GENERAL HOSPTIAL,WESTERN,AL LAIS,CITY CENTER,HOSPITAL,√,√,√,√,−,−,−,−,−,−,017-7421958,017-7421025,اللث,الغربة,مستشفى اللث العام
5511,4,ALLAITH HEALTH CENTER,WESTERN,AL LAIS,ALLEETH,CLINIC,√,√,√,√,−,−,−,−,−,−,012-6831377,012-6831377,اللث,الغربة,مركز الرعاة الصحة بالث وزارة الصحة
